query_id,text
1178875194267430912_twitter,<user> <user> statistics say no but nice try black on white violence on the other hand
27879139_gab,nigger tranny pics you found
13099204_gab,i do not understand why anyone would watch guys under <number> fight i also do not understand why anyone would watch ugly dykes fight either so maybe it just me
8124272_gab,can you imagine what would be happening on the streets of the uk right now if that had been an attack on a muslim event
1178691072303812608_twitter,all i did was wake up and love myself and some group of uneducated white girls are yelling nigger at me through the internet before lunch
2408325_gab,how many refugees should be admitted to the united states if your answer was greater than zero we have got a problem immigration
1178750868503457793_twitter,i dont hate you mskddjd im just want ur throne
1179071487623475201_twitter,getting an all white kitty tomorrow ❤️
22813282_gab,fuck the taxis they are all run by ignorant towel heads anyway i do not use or like uber but i do see many white people driving for them
1081197157439426560_twitter,you dudes need to boss up i am tired of women saying niggas ain t shit
24556422_gab,you are retarded and paranoid not woke <user> ‍ has met me in person he will tell you i am a dispatcher and not a fed dude you are hilarious
2237880_gab,notice how the bbc split the immigration figure up so it appears less than <number> maybe they can also split it so it shows number of moslem fanatics came in
16959844_gab,be armed and avoid travel in cities we can never take the nigger out of the nigger chicago baltimore detroit should be no go zones and let them all kill each other hope the <percent> of good blacks move first
13441981_gab,well of course it does jews invented feminism that all jews do destroy shit they openly admit they destroy shit
24515858_gab,i think you missed the point i acknowledge the existence of the magic negro you mentioned i however would prefer they go be a nigger somewhere else like africa for example to accept them you must accept them all
16070530_gab,<user> is going to let pedos run freely on gab advocating for child fucking but if you think nigger and jew rapists that want you enslaved and your kids raped should be killed you are the bad guy
1178818613362544640_twitter,i really need to just go back home to jamaica find my wife impregnate her have her raise my kid till about <number> get em both her a green card and become faithfully nigga
1179082645759594497_twitter,the white boy in my english class just yelled good morning shut up chad
25245738_gab,incoherent much boy typing all in caps is fun huh oh wait are you retarded your caps key is stuck i should not make fun of special people like you it like taking candy away from a retarded baby
1178496950754263041_twitter,<user> you act like you do not live next to a house full of white boys for you go get one
1328755_gab,if being gay so trendy acceptable why do so many celebs and politicans have fake marriages
1178968407565328384_twitter,<user> those niggers get paid
4473541_gab,sli mg is not a good place to put your pics they say your pics are never deleted well they lie i can not even upload any more f ing kike bitches
1179104713356320768_twitter,love getting fucking condescended to by the cis telling me im reductive and need to calm down bc i simply mentioned to a largely queer qnd inclusive group of ppl that certain devs are transphobic so they could save their money and said cis wouldnt let it be
20078058_gab,number of reported deaths total civil war causalities <number> jewish holocaust deaths <number> <number> think about how ridiculous that sounds
1256072404830478338_twitter,people that use trending topics or hashtag to post their pics or nonsense tweets irritate me the ghetto
1179095859348287488_twitter,<user> volga slave trade crimesn khanate barbary slave trade muslim spain slavery of christians ottoman slave trade all focused on enslaving white people white people have never faced oppression for being white
1179031922489614336_twitter,<user> <user> <user> i call anyone a nazi who is a racist white nationalist it not that abstract
1187917816948756481_twitter,anyway you all see these euro niggas dangerous mofuckas
23975159_gab,hang all sand niggers from a tree
24116289_gab,<user> fuck you and die you fuckin lezzie nigger white hating cunt
1179041186885054466_twitter,<user> i use that unfollow app on twitter and instagram from time to time and kill all of those cats plus i block everybody that want to sell me beats 🙄 or ask me to check out shit although we did not spoke a word before it disgusting imo
17819498_gab,you are a fucking mush brain jew i fucking know that about iq and never said any different i said that a shitskin thinks a white woman is an upgrade because they do because she is you are like in the mossad special education classes for slow jews or something
20505552_gab,nice i like where ur head is kike rinds
12673633_gab,perhaps the bigger impact was within the demographic breakdown where muslims dropped from nearly half of refugees under mr obama to slightly more than a third christians meanwhile went from <number> percent to <number> percent under mr trump
1178749845886164993_twitter,<user> hahaha and that nigger has someone thinking they should fight for him what a god 😂 😂 😂 😂
1179080720830083074_twitter,all white like messiah feel like i am illuminati
1178315214275538944_twitter,<number> x1 all white 엑스원
17896103_gab,fact whites are the only race that care about animals niggers eat them chinks torture them and arabs fuck them
1179001510803464194_twitter,not me getting foundation on this white christian dior collar 🤒 🤒
1179099597702078464_twitter,<user> and then dreamzy has been raped but that do not get mentioned cus u lick eachothers arseholes
1178595083534454784_twitter,good morning tonight i had a nightmare where all tj suddenly became horny for todd and people were shipping him with hank there were fanarts and whole threads about it and i wanted to kill every single one of you
24337479_gab,sergei the faggot would prefer the nsdap had not burned gay pornography and books on transgender theory
1178909126790918155_twitter,<user> we dont have the ability to process refugees because of the flood of illegal immigrants
1178855622936186880_twitter,islam muslim people news read words worldwide quran everything challenge that you fight for must know and think how to end it but mostly everyone enter for the challenging do not know and never want
1178422013238620162_twitter,play one game of overwatch after a month away very first game instantly has two players calling people faggots and to kill yourself oh boy i gotta just not play this game at all anymore
1178665557735944197_twitter,<user> <user> <user> <user> <user> iraqi refugees were forced to flee and started waiting for resettlment since <number> till now is it time to be fair is it time for equality is it time to componsate them the waste years that lost in waiting they lost everything stand with iraqi refugees
1179070953185087488_twitter,<user> i can not even decide who to look at they all look amazing
11678017_gab,in the meantime jewish advocacy receives billions in funding from jews and that ok but when whites do it ooh better watch out it all a scam better not organise someone might kike you
1178741095150313480_twitter,it took just one million refugees to bring out the dark side of european politics and unsettle moderate governments do we really think there room 1 8 0 m nigerians in western cities <percent> of us is more than they can cope with there only one way forward fix this place
1142922938422898688_twitter,real niggahs do not get in to that
1178571617254940672_twitter,fuckin with the same sex they say it a sin huh but i am a dyke and she a fem it a synonym ooh puttin m ms in the bitch then i go and buy a pack of m ms nigga let us get it <user>
27879993_gab,womp womp kike
27767940_gab,a vile piece of shit that kidnapped beat and tortured a pregnant woman and got out on 1 0 k bail thanks to his kike lawyers from the music industry
10032177_gab,i wonder if poland will accept christian refugees from germany and france in the coming years
4480271_gab,retarded nigger bessie coleman on google homepage literally fell out of her plane to her death because she wasnt wearing a seatbelt while flying the more you know maga gab fam
11323439_gab,since it has already been established that as an aggregate blacks could integrate just fine in this country and still do in many parts of the country its clear the issue must lie with other factors specifically with post <number> urban black populations
1179097970899329024_twitter,<user> <user> <user> <user> <user> juanita broderick was raped so are you saying she wasnt a victim
1170516555635015680_twitter,get out of my face faggot
1187164926797926401_twitter,i cannot go to a restaurant amp eat a burger that ’ ghetto
1179093459396972544_twitter,what more disappointing a white boy who can not shoot 🏀 or a black person smoking cigarettes 🚬
1179017933458153473_twitter,he asked me if i wanted one and i tried to grab one but then he proceeded to pull it out of my hand well fuck you too
9844016_gab,gas all niggers jews the world over presto most if not all racism ends
24783666_gab,australia is not a nation of immigrants but settlers and pioneers south australia is the only part that was settled by euro immigration and its one of the tinniest states
16636622_gab,i agree with you it all boils down to girl woman upbringing but point is that only a white man would do something like this not beaner or nigger or whichever other species of coloreds
12894603_gab,is he taking lessons from penis juice and his kike handlers 🤔 that a great example of reaching across the aisle so to speak if true
1178527286447890432_twitter,white ghetto and stupid not cute
1177304303796674568_twitter,<user> they gotta think bout the niggers 😂 i d be giving out smoke like a newport vendor
1111537171327053826_twitter,edge smedge have you believe this gay old horse of affection
16120519_gab,the only good nigger is a dead nig oops there are no good niggers
1178910299119730688_twitter,<user> false headline hillary clinton sexual assault allegations are less important than democrats winning in <number> she never said that <user> begins w a false premise clinton found it politically useful to hype up the myth that women everywhere were being raped and abused
12296009_gab,mod moslem <number>
10529949_gab,not interested in whatever retarded argument you are going for here
1116952651105804288_twitter,gimme all of that ultraviolence
1206023608109273088_twitter,<user> <user> i only see some muslims but nothing else typical for the cowards jailcarola
1178494435904151552_twitter,<user> wait what latino man who crashed into suburban mall full of white shoppers charged with terrorism
1116794085476409344_twitter,yellow album so cold niggas thought it was a fluke
1143083211171364864_twitter,unpopular opinion not all you niggas need waves 👀 some of you all need the hair
1173204487911198720_twitter,buying white baps instead of brown because it ’ sunday and i ’ m a crazy mofo who can ’ t be tamed
8041761_gab,i hope there a pig farm nearby or at least someone should bury some pig carcasses on where they are going to build those moslem structures
1179060368209010688_twitter,<user> the president is encouraging civil war is that what you want for our country mr mccarthy do you want to kill democrats for this man do you want to see women raped killed and children killed that is war is that what you want
1367527_gab,<user> completely respectable ladies can enjoy a couple of honky tonks and some beverages nothing wrong with that <wink>
7949240_gab,the end of it did not mix blacks and whites it just meant the liquor stores in black areas are now run by arabs instead of blacks
15032941_gab,<user> no wonder you are charging for tweets stereotypical kyke behavior spy and propagandize the goys but remember to charge them for you fuckin oven nigger
8687178_gab,niggers are only good for keeping judges cops corrections officers and parole probation officers employed go die you stupid worthless black nigger trash
1179079586803585026_twitter,<user> to use to kill all the jimin stan
12458728_gab,the only way torba could rationalize this simple observation as weev advocating for violence would be if torba assumed weev thoughts and thus he is accusing him of a thought crime maybe weev does want an uprising so what private internal desires are not criminal thought is not a crime yet
1178765107062546434_twitter,fcking retard take xhaka off not torriera
20796672_gab,i heard you hate joows you a muzzie hon
27444536_gab,i think i like gab for two reasons great memes and reading my husband argument threads i met and married this atheist but according to several nazi types i have married a jewish man does placing loads of exclamation points and random caps locking constitute better arguments 😂
25895876_gab,apparently he had a shirt with badges of the white power and ussr hammer and sickle symbols and another one that says born to kill sickening
1233393878566305792_twitter,<user> cuz all turkey can do is just playing with immigrants
9906038_gab,it been <number> years since the moslem terrorist attack in argentina thanks to the liberals there there may never be resolution amia <number> años han pasado y nada gracias cfk gabgento
20213902_gab,how would issues even be brought up to vote for in that system some kike will push drug legalization or gay marriage or something
21553592_gab,sad imagine being a jewess so low on the talmudic scale that the shuttle you off to run the dying print saggy nigger tits magazine
1179002983826313216_twitter,<user> well technically he was referring to a white bitch on go get it so ok
14046032_gab,apparently cannot read either stormer women are off limits to kike mediatards
1104580628744409089_twitter,edina vs eden prairie is the grape nuts of high school sports
6362215_gab,if we do not act to remove islam from our countries we will have our people blood on our hands if we do not act to remove kebab unilaterally we may well doom mankind endislam
16941468_gab,pakistany child grooming gangs are rife in bradford keithley and leeds but police are too frightened to say anything is not it time to send the troops in and just shoot all the paki scum
1178648036261728257_twitter,so the new season of orange is the new white supremacy is a fucking mess master race ha more like disaster race
1116404992456437766_twitter,<user> <user> bc he ’ a white man 💋
1239198065497722880_twitter,twitter on the laptop is the ghetto i want my phone back now
24304860_gab,translation how can you tell that a muslim is lying to you
1108115844008198144_twitter,rosé white girl of the month
1179088733636685830_twitter,you are banned remember white boy
1179086676750192641_twitter,<user> definitely blacks white people are not surprised when it an actually unjustified shooting there justice but ya know you people like to immediately just to conclusions before all the facts have come out on every single shooting
1162589602063900673_twitter,i have to be better hunting that metaphorical white whale will not end well or even end at all
21092381_gab,when i see usernames like jill kews or people posting pictures of violence against black civil rights marchers on here i know they are neo bolshevicks here to piss in the well that is and will continue to be a problem with rightist spaces
1178609040341049345_twitter,lil white ass never wants to go home
12302647_gab,did you know the only time moslem women can walk before men
25476794_gab,and there is nothing as bad as a filthy kike
1179095158685650947_twitter,<user> <user> the right of course has not been anti semitic before just like the daily mail has never been and neither is the spectator or telegraph comments section full of white supremacists it definitely the hippy labour lot that are anti semite
1178836649280593921_twitter,between elder harassment displaying zero sense of fear about an almighty creator god by some of today youth is plenty enough reasons to say lord come quickly
1082088434468937728_twitter,so that white powder must have been sodium percarbonate
12659625_gab,<user> you confound arabs with north africains white people romains and iberian origin and i am the illiterate how many languages do you speak doctor in geography which is pointing africa in the arabic peninsula i speak <number> like a native sucker
1179082068946493440_twitter,<user> <user> <user> <user> <user> <user> i am not saying that at all what i am saying is that during that jim crow all black people had an understanding that white supremacy was the biggest threat now immigrants come here to compete against everyone else they do not recognize our continual struggle
25337115_gab,sacrifices must be made i agree screw that newport smoking fatass mudshark and her ugly mama too
1178358935151108096_twitter,lol white people who hate cops but dont live in the ghetto amuse me so much every one of yall acab black flag niggas shi look like a bag of mayo with blue veins running thru it
1178898488605773824_twitter,<user> yea ur white so do not say it wigger
1088064713664151554_twitter,davos is merely whitewashed economic gangsterism
14564271_gab,i tire with you all day same just blah blah blah kike you will see it a dream cheese puff boy go bed it a school night 😉
20374990_gab,so a kike banned you from twitter and you come over to a platform full of jew hating nazis to complain about nazis what the fuck
14370087_gab,the scottish government has said it will ensure a member bill on an outright ban on physical punishment of children becomes law no word yet on wether they are going to ban female genital mutilation in the muslim communities
19068637_gab,yup just like the old joke why do lions lick there ass to get the taste of nigger out of their mouths 😈 gab fam white is right
1179047731505049600_twitter,1 st wave feminism let us vote and shit assholes modern feminism i hope you get raped for not bowing at the altar of big government fellow females
1179093982774607872_twitter,very excited to watch margot robbie kill all men in theaters this february
9382121_gab,<number> should i fuck my mother before or after it comes out that he also a muzzie <number> would i not have to fuck my mother if i waited till it came out that he was a muzzie and then pointed that fact out
1179079184775335936_twitter,<user> yeah cuz incel violence is a fucking epidemic and movies cause violence this joker outrage is just stupid it only a movie chill
1178838216184479744_twitter,<user> it starts off with that infamous footage where trump egomaniacally rudely arrogantly pushes away the prime minister of montenegro and trump is proud of that footage apparently we are letting trump down not sending in men with white coats to take care of him
1179076392769720320_twitter,white professor just used the term illegal aliens
20164205_gab,true if u go thru a drive thru an there a nigger there u gon get aids
1178918143718297601_twitter,<user> we have never seen any fabricates of whites being harassed as breaking news in our countries in my neighborhood one white lady pressed some serious charges against a black boy for harassment after much investigation it was found that she was just lying it wasn t a breakingnews
1179063685655846912_twitter,<user> <user> they vam go yo pakistan or any muslim country
10010219_gab,sugar grove that out <number> sugar grove is nice but there are some real hillbillies back there i mean coon skin capped only has one set of clothes so one day wash clothes they have to be naked type of hillbilly
1178223346674098176_twitter,<user> <user> what wrong that she calling them white supremacists when they are literally jewish
1263729453286346754_twitter,don ’ t be bitching when you get that same energy playa what ever goes around comes around pongase trucha 🤟 🏼
1178651156849012739_twitter,<user> how it takes resources to help refugees settle in the country but the same resources that could be used for them is being used to accommodate illegal immigrants
10365362_gab,hey gabbers how can one get a channel for the donald made we have twitter refugees coming and most are fans of the potus like me
1179100557300158466_twitter,me buying one thing off of depop wow i am a slut for depop
1178977216408907777_twitter,me being like omg i do not have any shivs left how am i supposed to kill all these clickers
1099306009762230272_twitter,think about you i dream about you i talk about you i smile about you i cry about you i love you i hate you i need you so bad
1179080129022222337_twitter,i joined a queer asians fb group thinking it d be like sat where it lighthearted memes but instead it just that constant lol i am gonna be forever alone bc i am a depressed piece of garbage type of shit and i am like huh i really can not stomach that anymore
7934523_gab,and president trump will not be bowing to a raghead either
1246265979476344832_twitter,<user> ma ’ am that ’ gay
1122669751698898944_twitter,not this bitch
5973480_gab,what would you do if you found out your husband or wife was gay this is something that is increasingly happening to couples all over the country and many end up divorcing so that the gay spouse can freely pursue a gay lifestyle michael snyder
1179074562870386688_twitter,this fat faggot id such a child grow up porky
1179078508720640000_twitter,the wokest thing u can do as a white person is kill yourself by self immolation
1178550655239249920_twitter,wea df all you saints fans come from 😒 go back to yo faggot ass cowbitches saints won 🤪 🤪 ⚜️ ⚜️ ⚜️ like bitch who are you 😭
1144043803277271040_twitter,pomona ain ’ t ghetto enough i need to move
21421213_gab,weev talks about killing and raping white women <user> ‍ talks about putting gook women over white women was this shooter apart of the anti white women mgtow stormer
25629260_gab,lol it shocking news to normies that they do not have any nigger genes 🙄 they believe that race is not real however if there are such things as nigger genes they are terribly disappointed they dont have any lol
1178426476338671616_twitter,right now we have at least <number> of the white stuff on the ground what ever happened to the fall season lol 🇨 🇦
1276507590785105924_twitter,<user> is every young person in america retarded
1179008873484685312_twitter,<user> <user> have you guys tried raping someone it hard work only someone who tried would say this failing to rape someone is a crime it called attempted rape
1179050937148678144_twitter,white chocolate covered strawberries edible arrangement me please
1178981778683416576_twitter,some of them are still young and none of you think how will these things might affect their mental health and how they will lose confidence reading those articles and what will their parents feel about it i fucking hate you all
1179027000205484032_twitter,shade never made anybody less gay but conversion therapy and homophobia have caused violent and irreversible trauma to queer people all over the world
1179046303088537600_twitter,<user> illegal immigrants r thrown out of every country now if all the muslims r not welcome in muslim countries and will end up going to non muslim countries wat u expect will happen mexicans r not muslims tell me why no muslim immigrant is welcome in ne muslim country
17226025_gab,they are calling him a nazi when he is surrounded by jews and has lots of jewish family and just changed the capitol to jerusalem nothing he can do will change them calling him a nazi
1178935230297600001_twitter,i will never forget how one of my coworkers looked me dead in my face and asked me do you wash your hair just because my hair is in braids does not mean i do not wash it you small dick white bitch
25138131_gab,you do not need to shut up i like when you talk exposes you as the kike loving shill that you are
1217605408329592832_twitter,as long as you gettin money yo bitch don ’ t care if you don ’ t go out
1177933241099194368_twitter,this is anecdotal but i used to have people drive past me screaming kill yourself you emo faggot when i walked down the streets does not happen so much any more though yeah northern ireland is like exceptionally garbage when it comes to progressiveness so lol
21949847_gab,what a fucking disgusting lowlife piece of shit he missed his calling he should have been born a kike
19112164_gab,fuck her she nothing but a kike that will play which ever side that will get her paid
13104688_gab,we need nigger control
17958826_gab,skin color should never determine whether or not one can form their mouth to make a sound just because some idiot finds offense with it nigger equals slave when one acts like a slave one should be called a slave every leftist is a nigger
1178252140822683648_twitter,forgot my password to this shit once i got a new phone im back bitch
16074519_gab,he going to get fucked by the left i blame this on trumps lack of kike awareness his son in law for example
1178607632682123264_twitter,<user> <user> white neighbourhood <user> are you on drugs — or an agent provocateur across the west former ghettos chinatowns etc now are just quaint anachronisms because we are not racist you have had more time than you deserve no more patience for your stupid racist bullshit
12073861_gab,every action by the establishment government seems to be in direct conflict to the well being and betterment of its citizens this government no longer operates with the consent of the governed but rather under direct threat of violence against us
26657816_gab,i d beat his fucking ass retarded for talking to me like that honestly
14550110_gab,is not a mudslime touching a boy dick frigging it with lubricant to get it a little hard then mutilating it with a knife sort of faggy or am i being a bitch mudrape
17363428_gab,jews lie niggers steal and rape spic women can not stop shitting out babies and birds have beaks
1179064687641710597_twitter,<user> <user> <user> <user> so then do not complain when a white person does the same shit to you you can not be selectively mad about something like this without being a colossal hypocrite
18677828_gab,i have heard that and have read that verse in the bible that is arabs muslim is a religion and muhamid is the prophet of alah the koran is their book which is not of the god of abraham
1178039605427200001_twitter,wtf is with the john wick joker equivalency re gun violence john wick is a former assassin who gets pulled back into the game by mobsters while trying to live a peaceful life not very realistic joker is a movie about a guy who turns to uber violence bc he feels like
26627642_gab,bbc quits broadcasting to focus on bbc tv licence fee harassment business to fund bbc common purpose degeneracies courts enforced tv licence fee funded bbc where truth gets slaughtered
15920501_gab,our local moslimes are clustered to the south and south west serbia does not have colored immigrants moslem or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population
1178918644547489792_twitter,wait i am gonna be in paris at the end of october please tell me there starbucks in paris and i can have psl like the white bitch that i am
1178849207567798272_twitter,so in new york if you say illegal alien you will be fined <money> <number> it you are attacked or raped by an illegal alien it a crime to call ice hm kinda fucked up to be an american in new york
1179023893224443905_twitter,<user> why do not you meet with the women that you raped and offer them an apology with compensation there is a list and you have not asked to meet with them why not
1179033768004186113_twitter,you want a bitch i will show you a bitch
1179033932903243776_twitter,<user> <user> so then queer is not queer how about homosexuality does that still exist or do we not need to discuss that anymore either
1179049870633648129_twitter,<user> <user> <user> not we love america and tanding tall with straight spines unlike the maga who defend treason corruption dictatorship cover ups murder white supremacy misogyny racism homophobia and the list goes on good always wins in the end
23246666_gab,wonder why they had asian women in wheatfields as a prank wonder why they joke about asians were the hardest part wonder why they make a song about how italians are not honkeys this is all controlled these songs are not even funny but forced
1231321657534504967_twitter,<user> all it is is 5 v5 point and click lmao kill all to win or plant the bomb for it to explode defuse
16645148_gab,<user> hey andy welcome to gab while <user> was screwing with our feed or putting us in time out andrew torba was creating this 1 a based platform like social media was meant to be lots of bird channel refugees about sure you will run into many more glad ur aboard
1178995222862340097_twitter,politics live two fat tories saying they dont know why over <number> people died on our street and that the care as much as labour about people they cut 3 8 billion the women said we are giving <number> million back they really are sick
1143201658324881408_twitter,you know those fb sex memes and quotes the ghetto lit rally the ghetto
1178806201787863041_twitter,bitch fuck yo nigga hoe fuck his feelings
17933849_gab,trumps calls shitskin countries shitholes and is lauded as a hero hillary called blacks super predators but is still a villain the power of kike brainwashing
1089588241714634752_twitter,i swear if demi does not use flowers or a phoenix as concept for music videos for d7 she can cancel the era
21527223_gab,part i the <number> murder trial of oj simpson and his subsequent not guilty verdict was hugely symbolic for many reasons <number> it symbolized the browning of california a place once known for its beauty splendor and prosperity now a hotbed of clash violence and negrofication
16881276_gab,make up your retarded mind did hitler or did he not kill <number> jews
1179088882631139329_twitter,my mum talking about how when i came out as queer she had to mourn the version of me she thought i was before and how i am a different person and i am just sat here like oh man you are gonna have a fit when i come out as trans
1178962473849741312_twitter,<user> unite yo stop hate injustice agains blacks over the years blacks always been brain washed and tricked by white america
21084011_gab,tired of these pussy fucking memes make one it ok to shoot a fucking nigger in the face if he on your farm
22626955_gab,can you guys say nigger without getting arrested lol
1179085372787216388_twitter,<user> <user> <user> <user> <user> the text specifically says he took her and ענה the girl sexually abused or raped apologists redefine the term it also used for the hebrew man who sees a beautiful gentil capitve he can marry her but cannot sell her because he raped her ענתה
17841635_gab,these fucking su calls are just as fucking bad as the god damn cleveland calls stop with the retarded bullshit that isnt funny guys holy hell
1178414031599742976_twitter,how maney of you ladies are attracted to older women
1179043003350093824_twitter,<user> this administration never fails to keep their white trashy unprofessionalism from leaking out
1179101261276123136_twitter,<user> still many soul are alive in indian they will never allow to happen what happen to jews in 1 9 3 0 in germany we are with you
15332117_gab,<user> hey jewie u still suckin jew cock in your twitter son
1196053412900560902_twitter,top of it bitch happy sunday i hope you all make it to church i will not but i hope you all do
1179085492987428864_twitter,<user> <user> <user> they are already creating a digital concentration camp it <number> do not need physical walls and guards to create a concentration camp i see a scenario where uk and us open up refugee status to hong kongers and allow for a mass migration modern trail of tears
22364588_gab,how do you who live in the south of ireland feel about the refugees being allowed in without letting the irish citizens know and what your thoughts on that foreign leader trying to make abortion legal i like ireland and do not wanna see it go down the shitter
1194994723490029569_twitter,<user> i hate you
20050791_gab,five women pose for a picture as they playfully ask for the affections of the men standing london england in <number>
1146513422055550978_twitter,i feel whoever dresses amy want her to look ridiculous love island
1178837824625401856_twitter,hogan is the definition of white trash
1179101134163775490_twitter,<user> is he so surprised he works with flowers after all if he happens to send more make them white roses
27385986_gab,i hate jews so fuckin much 😤
1179056757168955392_twitter,<user> the bad bitch life is not for everyone
25523547_gab,this is why israel rothschild hungary soros must open their borders diversity will be their strength refugees and non white in white homelands are worth more then gold to israel ask any kike
1178132546787450881_twitter,<user> <user> lmfao
16031140_gab,justin trudeau is the retarded asshole bastard son of fidel castro
1179102496847024133_twitter,<user> <user> <user> <user> the difference between an immigrant and a refugee is timing important to judge what is best for your circumstances
1213395976792264704_twitter,taina really herb peace bitches think it ’ cute being crazy and ghetto
15762396_gab,welfare is a kike scam to enable niggers like you to sponge off of the system it was pushed upon the country unwillingly and has been causing constant turmoil and misery ever since it should be abolished completely what else have you got for me you jew fellating ignoramus
15991664_gab,tyler q houlton ‏ dhsgov can confirm that the suspect was admitted to the united states after presenting a passport displaying an f43 family immigrant visa in <number> the suspect is a lawful permanent resident from bangladesh who benefited from extended family chain migration
1195515140143058944_twitter,<user> the campus is also a place where the law must be observed and should not be used as a cover for violence
22341450_gab,i believe she a secret nigger lover
19961089_gab,lol yeah i am not gonna give you my name and pic faggot i am not stupid set it up and ill show up no tricks just a beatin inside the ring
15457141_gab,in canada we have people lining up at food banks vets homeless people sleeping on the streets children going to school hungry every day seniors living in the dark can not afford hydro rates native indians that have not had running water in 2 0 yrs trudeau crying about queers muslims
1105537173313540096_twitter,<user> <user> you can be a thot and still not have hoes
1179093268862312449_twitter,man said dark skins should be raped and we should accept his apology because he apologised before brudda u should be kweffed
1179084285069930496_twitter,got told off in the butcher for asking for a welsh faggot apparently they are now called savoury ducks that explains why i was banned off facebook for the f word i used
1179036898611752962_twitter,<user> you and your politicians ignored the plight of kashmiri hindus you watched them be raped and killed you did nothing madam
1179097984748929025_twitter,<user> they probably regularly say they all look the same they being whichever loosely defined group is being targeted mind i have just done the same
1104479512463499264_twitter,date of birth may 5 th deidara bot
1266350773241360384_twitter,<user> it same when you enter any islamic ghetto
13918213_gab,you are super cool i bet you get that thirsty retard pussy easily
26827207_gab,im not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better
1179075546426286080_twitter,yoongi is ew have u seen him r u retarded u stupid bitch i only care abt jikook bitch tf i may be a taekooker but atleast i love and appreciate all of them and their ships u dumb excuse of a fan
1178752135816724481_twitter,<user> right the man used proper grammar footnotes references in a specific university draft like how in tf do you assume he some dumb hillbilly jfc
24415281_gab,i am not jewish as it happens but support the great israel from the dirty arabs like you suggest yo go back to your cancerous family as you have not been brought up normal you spastic <user>
1228881629562712064_twitter,<user> they are both gay listen to better bands made by better bands gang
1089815734950264832_twitter,it so funny to me that whoever hates on tøp the clique will find them and play along kdkjskjssjk
4569323_gab,<user> cell em with the biggest hairiest bull dykes in the joint
8036831_gab,yeah probably sunni but i do not care what flavor moslem they are get all the moslem invaders the fuck outta western countries
1178854608040529920_twitter,i just saw a grown white canadian man violently cut the dreadlocks off of a trudeau supporter syrian refugee dreadful elxn43 cdn poli scheer hypocrisy
11150663_gab,<user> i disagree with you on interracial marriages i am a 1 st generation american chinese married to a white man we both have found the christ for me it abt the culture u choose to follow than ur race i have seen many asians in us following the trad western culture than many urban whites
1179047552412307458_twitter,<user> this aquib guy is a twitter version of love jihadi baba working cleverly under the name of bjp and bharat mata ki jai slogans while sending dms to hindu girls hitting on them asking for personal info and no full on horny casanova even msgd me if i am single or not
23647910_gab,ellen degeneres promoting gun confiscation in the usa surrounded by marxists disguised as police officers to confuse the population police all around the world are doing the same becoming zionist collaborators to help the jews kill us all
1178187065370009600_twitter,this one bitch even used faggot and the n word even though i told her every time she can not say that shit she said it okay cause her brother is adopted and he black 😐 after that i was like yeah it over
22569828_gab,nothing in this photo violates any laws however i do see you reposting advocacy of violence in your timeline so i am going to chalk it up as you being another fed
25690451_gab,we need to stop all id to the nigger nations le the sub humans fend for themselves let mother nature cull the feral herds nothing better than niggers getting rid of niggers
1118282778154536962_twitter,<user> now now you naughty little slut
1186055160096808965_twitter,<user> lmao actually i take that back it depends on how much i like the person 🥴 but even then sucking dick is ghetto
1091141176957329409_twitter,larxene is out here serving looks in kh3 and fuck dude i sure am a lesbian
11762516_gab,go back to breitbart you sound like a retarded boomer
8394773_gab,ye olde niggra tax makes us pay more for home car insurance police ambulance medical schools school resource officers school po po <happy> security entertainment we have to commute farther to work the niggra tax is endless in a perfect world muslims would blow up blacks <happy>
1178978764795068417_twitter,is it this same joro you guys are talking about this joro that i am listening to is lit abeg afrobeat to badt baba <user> dey sing for babe wetin you na expect from the lyrics motivational lines 💁 💁
1185251510466371584_twitter,put the thooka down pussy nigga put yo fist up
2745161_gab,<user> i agree but we have immigration courts in areas to process the scum and this is the way of matters for the moment we need to be tougher on beaners and other dregs and just eject them automatically after finding out their status as illegals
1179078045132414976_twitter,death penalty for this trigger happy hillbilly trailer trash muderer amber guyger amber guyger amber guyger trial police brutality
16018169_gab,i would just stab nigger one on one its fair fight now 😉 if he try something 🤗 🤗
1211595304757268480_twitter,“ i ’ m gay and a fag 🏳 ️ ‍ 🌈 ” james <date>
1199917198900387840_twitter,<user> i ’ m howling at the dirty jewelry
1178795657336889345_twitter,i sure wish i would have saw that i would have gave that hoe a piece of my mind fake ass
1170830037878104066_twitter,chinazi this is china this is hong kong today
1179094831894806528_twitter,<user> hi adrian i d love to send you a review copy of my weird little picture book for grown ups about mental health and dog rescue it the story of a queer woman me navigating c ptsd triggers and childhood trauma to help herself and her sweet rescue dog heal
1178503399962300416_twitter,i hate fucking niggers
5461604_gab,that faggot piece of shit to the right is german not swedish although his kind exists here too
27623811_gab,gang rape tommy fuck jews streetshitter420 maga gab gab torba gtkrwn turkroach fuckbees gabcoin qlarp trusttheplan
27419445_gab,is it just me or are the only people retarded enough to buy the q larp boomers i swear they eat it all up right along with a side of fox news and pro israel propaganda qanon
1110218184328658949_twitter,cardi b makes music for women who think collecting child support is making money moves
17027156_gab,camel kike spitting on aryan woman
