post_id,annotators,rationales,post_tokens,annotator_labels,text,label_counts,n_annotators,shannon_entropy,stability_bins
18852504_gab,"[{'label': 'hatespeech', 'annotator_id': 3, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 50, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 4, 'target': ['Jewish']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['sorry', 'patience', 'has', 'worn', 'thin', 'at', 'this', 'point', 'if', 'any', 'of', 'these', 'kike', 'lovers', 'even', 'mentions', 'isreal', 'i', 'mute', 'them', 'i', 'do', 'not', 'want', 'my', 'screen', 'getting', 'infected', 'with', 'degeneracy']","['hatespeech', 'hatespeech', 'hatespeech']",sorry patience has worn thin at this point if any of these kike lovers even mentions isreal i mute them i do not want my screen getting infected with degeneracy,{'hatespeech': 3},3,0.0,high_agreement
1092249190418198528_twitter,"[{'label': 'normal', 'annotator_id': 25, 'target': ['None']}, {'label': 'normal', 'annotator_id': 7, 'target': ['None']}, {'label': 'normal', 'annotator_id': 6, 'target': ['None']}]",[],"['me', 'too', 'me', 'too', 'me', 'too', '😂', 'which', 'one', 'am', 'i', '☠️', 'big', 'dick', 'energy', '🐹', 'big', 'cute', 'energy', '👙', 'big', 'bitch', 'energy', '❣️', 'big', 'heart', 'energy']","['normal', 'normal', 'normal']",me too me too me too 😂 which one am i ☠️ big dick energy 🐹 big cute energy 👙 big bitch energy ❣️ big heart energy,{'normal': 3},3,0.0,high_agreement
3492903_gab,"[{'label': 'hatespeech', 'annotator_id': 199, 'target': ['Arab', 'Islam']}, {'label': 'hatespeech', 'annotator_id': 235, 'target': ['Arab']}, {'label': 'hatespeech', 'annotator_id': 222, 'target': ['Arab']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]]","['i', 'hope', 'obama', 'and', 'his', 'corrupt', 'cia', 'get', 'caught', 'trying', 'cut', 'the', 'power', 'to', 'our', 'grid', 'i', 'd', 'love', 'to', 'see', 'that', 'muslim', 'goatf*cker', '<censored>', 'in', 'cuffs', 'and', 'a', 'jumpsuit', 'falseflag', 'obama']","['hatespeech', 'hatespeech', 'hatespeech']",i hope obama and his corrupt cia get caught trying cut the power to our grid i d love to see that muslim goatf*cker <censored> in cuffs and a jumpsuit falseflag obama,{'hatespeech': 3},3,0.0,high_agreement
1179093145319084032_twitter,"[{'label': 'normal', 'annotator_id': 17, 'target': ['None']}, {'label': 'normal', 'annotator_id': 9, 'target': ['None']}, {'label': 'normal', 'annotator_id': 51, 'target': ['None']}]",[],"['<user>', '<user>', 'the', 'mistake', 'was', 'that', 'the', 'dinosaurs', 'did', 'not', 'kill', 'all', 'humans']","['normal', 'normal', 'normal']",<user> <user> the mistake was that the dinosaurs did not kill all humans,{'normal': 3},3,0.0,high_agreement
18377209_gab,"[{'label': 'normal', 'annotator_id': 217, 'target': ['Men', 'Women']}, {'label': 'normal', 'annotator_id': 229, 'target': ['None']}, {'label': 'normal', 'annotator_id': 207, 'target': ['Refugee']}]",[],"['rt', 'realdonaldtrump', 'great', 'to', 'see', 'how', 'hard', 'republicans', 'are', 'fighting', 'for', 'our', 'military', 'and', 'safety', 'at', 'the', 'border', 'the', 'dems', 'just', 'want', 'illegal', 'immigrants', 'to', 'pour', 'into', 'our', 'nation', 'unchecked', 'if', 'stalemate', 'continues', 'republicans', 'should', 'go', 'to', '<number>', 'nuclear', 'option', 'and', 'vote', 'on', 'real', 'long', 'term', 'budget', 'no', 'c.r.']","['normal', 'normal', 'normal']",rt realdonaldtrump great to see how hard republicans are fighting for our military and safety at the border the dems just want illegal immigrants to pour into our nation unchecked if stalemate continues republicans should go to <number> nuclear option and vote on real long term budget no c.r.,{'normal': 3},3,0.0,high_agreement
13075034_gab,"[{'label': 'hatespeech', 'annotator_id': 25, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 6, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 7, 'target': ['African']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]]","['jim', 'daughty', 'at', 'the', 'croton', 'gazette', 'is', 'a', 'nigger', 'lover', 'dickens', 'sneezed', 'a', 'lot']","['hatespeech', 'hatespeech', 'hatespeech']",jim daughty at the croton gazette is a nigger lover dickens sneezed a lot,{'hatespeech': 3},3,0.0,high_agreement
1178450704509394945_twitter,"[{'label': 'normal', 'annotator_id': 37, 'target': ['None']}, {'label': 'normal', 'annotator_id': 18, 'target': ['None']}, {'label': 'normal', 'annotator_id': 122, 'target': ['None']}]",[],"['update', 'shes', 'in', 'the', 'hospital', 'for', 'atleast', '<number>', 'days', '<sad>', 'sick', 'puppy']","['normal', 'normal', 'normal']",update shes in the hospital for atleast <number> days <sad> sick puppy,{'normal': 3},3,0.0,high_agreement
6275765_gab,"[{'label': 'hatespeech', 'annotator_id': 4, 'target': ['African', 'Jewish']}, {'label': 'hatespeech', 'annotator_id': 46, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 189, 'target': ['African']}]","[[0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0]]","['he', 'said', 'with', 'a', 'mouthful', 'of', 'nigger', 'jew', 'dick']","['hatespeech', 'hatespeech', 'hatespeech']",he said with a mouthful of nigger jew dick,{'hatespeech': 3},3,0.0,high_agreement
3581881_gab,"[{'label': 'hatespeech', 'annotator_id': 203, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 238, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 212, 'target': ['Jewish']}]","[[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['<user>', 'jews', 'have', 'their', 'own', 'country', 'they', 'should', 'stop', 'meddling', 'and', 'trying', 'to', 'flood', 'our', 'nations', 'with', 'immigrants']","['hatespeech', 'hatespeech', 'hatespeech']",<user> jews have their own country they should stop meddling and trying to flood our nations with immigrants,{'hatespeech': 3},3,0.0,high_agreement
1179094410312785920_twitter,"[{'label': 'normal', 'annotator_id': 21, 'target': ['None']}, {'label': 'normal', 'annotator_id': 18, 'target': ['None']}, {'label': 'normal', 'annotator_id': 5, 'target': ['None']}]",[],"['<user>', '<user>', '<user>', 'to', 'what', 'the', 'israeli', 'government', 'does', 'they', 'are', 'so', 'wrong', 'and', 'even', 'gal', 'has', 'spoken', 'up', 'against', 'netanyahu', 'anti', 'arab', 'racism', 'but', 'even', 'poc', 'could', 'uphold', 'white', 'supremacy', 'while', 'still', 'being', 'targeted', 'by', 'white', 'supremacists', 'many', 'non', 'white', 'latinx', 'jews', 'arabs', 'etc', 'can', 'uphold', 'white', 'supremacy']","['normal', 'normal', 'normal']",<user> <user> <user> to what the israeli government does they are so wrong and even gal has spoken up against netanyahu anti arab racism but even poc could uphold white supremacy while still being targeted by white supremacists many non white latinx jews arabs etc can uphold white supremacy,{'normal': 3},3,0.0,high_agreement
1179082549617930240_twitter,"[{'label': 'normal', 'annotator_id': 4, 'target': ['Asian', 'Caucasian']}, {'label': 'normal', 'annotator_id': 8, 'target': ['None']}, {'label': 'normal', 'annotator_id': 111, 'target': ['None']}]",[],"['<user>', '<user>', 'what', 'an', 'idiotic', 'comment', 'white', 'people', 'are', 'not', 'using', 'these', 'asians', 'to', 'sue', 'harvard', 'the', 'asians', 'are', 'suing', 'on', 'their', 'own', 'initiative', 'hypocrite', 'hari', 'also', 'known', 'as', 'the', 'neckless', 'one', 'is', 'trying', 'to', 'insidiously', 'scapegoat', 'white', 'people', 'in', 'his', 'anti', 'white', 'bigotry']","['normal', 'normal', 'normal']",<user> <user> what an idiotic comment white people are not using these asians to sue harvard the asians are suing on their own initiative hypocrite hari also known as the neckless one is trying to insidiously scapegoat white people in his anti white bigotry,{'normal': 3},3,0.0,high_agreement
23637308_gab,"[{'label': 'hatespeech', 'annotator_id': 3, 'target': ['African', 'Jewish']}, {'label': 'hatespeech', 'annotator_id': 51, 'target': ['African', 'Jewish']}, {'label': 'hatespeech', 'annotator_id': 4, 'target': ['African', 'Jewish']}]","[[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]]","['monday', 'kike', 'nigga', 'kike', 'tuesday', 'nigga', 'kike', 'nigga', 'wednesday', 'kike', 'nigga', 'kike', 'thursday', 'nigga', 'kike', 'nigga', 'friday', 'kike', 'nigga', 'kike', 'saturday', 'nigga', 'kike', 'nigga', 'sunday', 'kike', 'nigga', 'kike', 'repeat', 'yawn']","['hatespeech', 'hatespeech', 'hatespeech']",monday kike nigga kike tuesday nigga kike nigga wednesday kike nigga kike thursday nigga kike nigga friday kike nigga kike saturday nigga kike nigga sunday kike nigga kike repeat yawn,{'hatespeech': 3},3,0.0,high_agreement
1178674168956633089_twitter,"[{'label': 'normal', 'annotator_id': 17, 'target': ['None']}, {'label': 'normal', 'annotator_id': 9, 'target': ['None']}, {'label': 'normal', 'annotator_id': 127, 'target': ['None']}]",[],"['im', 'here', 'queer', 'muslim', 'and', 'tired']","['normal', 'normal', 'normal']",im here queer muslim and tired,{'normal': 3},3,0.0,high_agreement
1179020387075706880_twitter,"[{'label': 'normal', 'annotator_id': 10, 'target': ['None']}, {'label': 'normal', 'annotator_id': 9, 'target': ['None']}, {'label': 'normal', 'annotator_id': 136, 'target': ['None']}]",[],"['<user>', '<user>', 'are', 'they', 'considered', 'refugees', 'if', 'they', 'broke', 'the', 'law', 'before', 'the', 'storm', 'not', 'trolling', 'genuinely', 'curious', 'about', 'when', 'the', 'refugee', 'status', 'is', 'applied']","['normal', 'normal', 'normal']",<user> <user> are they considered refugees if they broke the law before the storm not trolling genuinely curious about when the refugee status is applied,{'normal': 3},3,0.0,high_agreement
1179085005030645760_twitter,"[{'label': 'offensive', 'annotator_id': 136, 'target': ['Women']}, {'label': 'offensive', 'annotator_id': 3, 'target': ['Women']}, {'label': 'offensive', 'annotator_id': 152, 'target': ['Women']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1]]","['ben', 'platt', 'and', 'david', 'corenswet', 'called', 'me', 'their', 'bitch']","['offensive', 'offensive', 'offensive']",ben platt and david corenswet called me their bitch,{'offensive': 3},3,0.0,high_agreement
1179086669280157696_twitter,"[{'label': 'normal', 'annotator_id': 1, 'target': ['None']}, {'label': 'normal', 'annotator_id': 18, 'target': ['None']}, {'label': 'normal', 'annotator_id': 44, 'target': ['None']}]",[],"['<user>', '<user>', 'maybe', 'so', 'and', 'i', 'agree', 'it', 'sad', 'but', 'why', 'would', 'a', 'black', 'girl', 'falsely', 'accuse', 'white', 'boys', 'of', 'assaulting', 'her', 'if', 'she', 'had', 'not', 'been', 'taught', 'to', 'blame', 'whites']","['normal', 'normal', 'normal']",<user> <user> maybe so and i agree it sad but why would a black girl falsely accuse white boys of assaulting her if she had not been taught to blame whites,{'normal': 3},3,0.0,high_agreement
1179057119401672704_twitter,"[{'label': 'normal', 'annotator_id': 58, 'target': ['None']}, {'label': 'normal', 'annotator_id': 44, 'target': ['None']}, {'label': 'normal', 'annotator_id': 118, 'target': ['None']}]",[],"['<user>', 'fellas', 'is', 'it', 'gay']","['normal', 'normal', 'normal']",<user> fellas is it gay,{'normal': 3},3,0.0,high_agreement
16896639_gab,"[{'label': 'offensive', 'annotator_id': 237, 'target': ['Other']}, {'label': 'offensive', 'annotator_id': 211, 'target': ['Caucasian']}, {'label': 'offensive', 'annotator_id': 208, 'target': ['Other']}]","[[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]","['welcome', 'to', 'america', 'home', 'the', 'degenerate', 'globalist', 'scum', 'who', 'pride', 'themselves', 'on', 'brainwashing', 'and', 'manipulating', 'other', 'people', 'children', 'in', 'the', 'hopes', 'of', 'eventually', 'creating', 'a', 'mindless', 'ghetto', 'of', 'exquisite', 'slave', 'perfection']","['offensive', 'offensive', 'offensive']",welcome to america home the degenerate globalist scum who pride themselves on brainwashing and manipulating other people children in the hopes of eventually creating a mindless ghetto of exquisite slave perfection,{'offensive': 3},3,0.0,high_agreement
1178895379011555329_twitter,"[{'label': 'normal', 'annotator_id': 64, 'target': ['None']}, {'label': 'normal', 'annotator_id': 9, 'target': ['None']}, {'label': 'normal', 'annotator_id': 10, 'target': ['None']}]",[],"['<user>', 'did', 'their', 'glorious', 'captain', 'provide', 'them', 'white', 'dresses', 'or', 'where', 'they', 'supposed', 'to', 'provide', 'those', 'along', 'with', 'the', 'magical', 'table', 'settings']","['normal', 'normal', 'normal']",<user> did their glorious captain provide them white dresses or where they supposed to provide those along with the magical table settings,{'normal': 3},3,0.0,high_agreement
1178863733826838528_twitter,"[{'label': 'normal', 'annotator_id': 146, 'target': ['None']}, {'label': 'normal', 'annotator_id': 2, 'target': ['None']}, {'label': 'normal', 'annotator_id': 4, 'target': ['Other']}]",[],"['well', 'i', 'did', 'said', 'i', 'will', 'be', 'nude', 'on', 'the', 'rest', 'of', 'the', 'month', 'but', 'i', 'will', 'be', 'sexyon', 'halloween', 'and', 'not', 'naked', 'and', 'get', 'raped', 'by', 'a', 'certain', 'werehog']","['normal', 'normal', 'normal']",well i did said i will be nude on the rest of the month but i will be sexyon halloween and not naked and get raped by a certain werehog,{'normal': 3},3,0.0,high_agreement
3847933_gab,"[{'label': 'normal', 'annotator_id': 231, 'target': ['None']}, {'label': 'normal', 'annotator_id': 212, 'target': ['None']}, {'label': 'normal', 'annotator_id': 207, 'target': ['None']}]",[],"['<user>', 'looks', 'like', 'the', 'idea', 'to', 'stop', 'criminal', 'harassment', 'trolling', 'by', 'giving', 'each', 'user', 'the', 'power', 'to', 'do', 'so', 'as', 'they', 'see', 'fit', 'according', 'to', 'tgheir', 'own', 'account', 'is', 'really', 'upsetting', 'the', 'very', 'criminals', 'it', 'is', 'designed', 'to', 'stop', '<user>', 'maga', 'gabfarm', 'trump', 'troll', 'twitter']","['normal', 'normal', 'normal']",<user> looks like the idea to stop criminal harassment trolling by giving each user the power to do so as they see fit according to tgheir own account is really upsetting the very criminals it is designed to stop <user> maga gabfarm trump troll twitter,{'normal': 3},3,0.0,high_agreement
24110538_gab,"[{'label': 'hatespeech', 'annotator_id': 4, 'target': ['Refugee', 'Hispanic']}, {'label': 'hatespeech', 'annotator_id': 3, 'target': ['Hispanic']}, {'label': 'hatespeech', 'annotator_id': 46, 'target': ['Hispanic']}]","[[1, 1, 1, 1, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]","['go', 'back', 'to', 'mexico', 'you', 'spic', 'neocon', 'le', '<number>', 'nationalism']","['hatespeech', 'hatespeech', 'hatespeech']",go back to mexico you spic neocon le <number> nationalism,{'hatespeech': 3},3,0.0,high_agreement
1178912010760704000_twitter,"[{'label': 'normal', 'annotator_id': 30, 'target': ['None']}, {'label': 'normal', 'annotator_id': 18, 'target': ['None']}, {'label': 'normal', 'annotator_id': 9, 'target': ['None']}]",[],"['i', 'really', 'do', 'not', 'get', 'white', 'australians', 'hatred', 'of', 'immigrants', 'you', 'are', 'all', 'literally', 'immigrants', 'wtf', 'is', 'wrong', 'with', 'you', 'all', 'i', 'mean', 'i', 'get', 'you', 'hate', 'poc', 'but', 'come', 'on']","['normal', 'normal', 'normal']",i really do not get white australians hatred of immigrants you are all literally immigrants wtf is wrong with you all i mean i get you hate poc but come on,{'normal': 3},3,0.0,high_agreement
1207712192935579649_twitter,"[{'label': 'normal', 'annotator_id': 203, 'target': ['Asian']}, {'label': 'normal', 'annotator_id': 209, 'target': ['Asian']}, {'label': 'normal', 'annotator_id': 223, 'target': ['Asian']}]",[],"['dang', 'ever', 'since', 'my', 'friends', 'sisters', 'been', 'into', 'kpop', 'she', 'went', 'from', 'dating', 'yt', 'men', 'to', 'only', 'asians']","['normal', 'normal', 'normal']",dang ever since my friends sisters been into kpop she went from dating yt men to only asians,{'normal': 3},3,0.0,high_agreement
27869091_gab,"[{'label': 'hatespeech', 'annotator_id': 4, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 68, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 3, 'target': ['African']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]","['she', 'deserved', 'it', 'for', 'race', 'mixing', 'looks', 'like', 'a', 'quadroon', 'tho', 'either', 'way', 'another', 'nigger', 'made', 'good', 'too', 'bad', 'the', 'baby', 'lived']","['hatespeech', 'hatespeech', 'hatespeech']",she deserved it for race mixing looks like a quadroon tho either way another nigger made good too bad the baby lived,{'hatespeech': 3},3,0.0,high_agreement
16968190_gab,"[{'label': 'hatespeech', 'annotator_id': 4, 'target': []}, {'label': 'hatespeech', 'annotator_id': 54, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 9, 'target': ['Jewish']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]","['america', 'will', 'become', 'a', 'neo', 'brazil', 'if', 'the', 'right', 'retreats', 'into', 'the', 'ghettoes', 'of', 'explicit', 'ethnonationalist', 'advocacy', 'retreats', 'into', 'the', 'ghettoes', 'of', 'explicit', 'ethnonationalist', 'advocacy', 'this', 'kike', 'is', 'pro', 'ask', 'ricky', 'tkr']","['hatespeech', 'hatespeech', 'hatespeech']",america will become a neo brazil if the right retreats into the ghettoes of explicit ethnonationalist advocacy retreats into the ghettoes of explicit ethnonationalist advocacy this kike is pro ask ricky tkr,{'hatespeech': 3},3,0.0,high_agreement
1179105754005082112_twitter,"[{'label': 'normal', 'annotator_id': 3, 'target': ['None']}, {'label': 'normal', 'annotator_id': 1, 'target': ['None']}, {'label': 'normal', 'annotator_id': 17, 'target': ['None']}]",[],"['<user>', '<user>', '<user>', 'maxine', 'waters', 'a', 'us', 'congresswoman', 'openly', 'called', 'for', 'threats', 'harassment', 'and', 'assault', 'on', 'trump', 'supporters', 'sometime', 'ago', 'months', 'ago', 'how', 'is', 'this', 'legal', 'for', 'a', 'congresswoman', 'to', 'say', 'this']","['normal', 'normal', 'normal']",<user> <user> <user> maxine waters a us congresswoman openly called for threats harassment and assault on trump supporters sometime ago months ago how is this legal for a congresswoman to say this,{'normal': 3},3,0.0,high_agreement
12441225_gab,"[{'label': 'hatespeech', 'annotator_id': 17, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 3, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 4, 'target': ['Jewish']}]","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['which', 'proves', 'everything', 'we', 'say', 'about', 'kikes', 'is', 'the', 'truth', 'these', 'book', 'merchants', 'know', 'the', 'second', 'they', 'mention', 'a', 'kike', 'their', 'gig', 'ends', 'which', 'gives', 'kikes', 'free', 'reign', 'to', 'start', 'more', 'wars', 'because', 'no', 'one', 'can', 'question', 'their', 'shit']","['hatespeech', 'hatespeech', 'hatespeech']",which proves everything we say about kikes is the truth these book merchants know the second they mention a kike their gig ends which gives kikes free reign to start more wars because no one can question their shit,{'hatespeech': 3},3,0.0,high_agreement
1179104691961106435_twitter,"[{'label': 'normal', 'annotator_id': 91, 'target': ['None']}, {'label': 'normal', 'annotator_id': 44, 'target': ['None']}, {'label': 'normal', 'annotator_id': 3, 'target': ['None']}]",[],"['<user>', '<user>', 'no', 'dear', 'we', 'hate', 'you', 'because', 'you', 'ain', 't', 'true']","['normal', 'normal', 'normal']",<user> <user> no dear we hate you because you ain t true,{'normal': 3},3,0.0,high_agreement
1246637691262943232_twitter,"[{'label': 'normal', 'annotator_id': 202, 'target': ['Other']}, {'label': 'normal', 'annotator_id': 213, 'target': ['None']}, {'label': 'normal', 'annotator_id': 233, 'target': ['None']}]",[],"['covid', '<number>', 'is', 'ghetto', 'af', '😭']","['normal', 'normal', 'normal']",covid <number> is ghetto af 😭,{'normal': 3},3,0.0,high_agreement
1171505866081570818_twitter,"[{'label': 'normal', 'annotator_id': 8, 'target': ['None']}, {'label': 'normal', 'annotator_id': 6, 'target': ['None']}, {'label': 'normal', 'annotator_id': 69, 'target': ['None']}]",[],"['according', 'to', 'lambo', 'men', 'have', 'cervical', 'cancer', 'while', 'women', 'have', 'breast', 'cancer', 'bb', 'naija']","['normal', 'normal', 'normal']",according to lambo men have cervical cancer while women have breast cancer bb naija,{'normal': 3},3,0.0,high_agreement
1179075554693255176_twitter,"[{'label': 'normal', 'annotator_id': 17, 'target': ['None']}, {'label': 'normal', 'annotator_id': 9, 'target': ['None']}, {'label': 'normal', 'annotator_id': 10, 'target': ['None']}]",[],"['how', 'come', 'in', 'every', 'spanish', 'class', 'there', 'that', 'one', 'white', 'person', 'who', 'thinks', 'they', 'know', 'everything']","['normal', 'normal', 'normal']",how come in every spanish class there that one white person who thinks they know everything,{'normal': 3},3,0.0,high_agreement
1121842500732428294_twitter,"[{'label': 'normal', 'annotator_id': 8, 'target': ['None']}, {'label': 'normal', 'annotator_id': 6, 'target': ['None']}, {'label': 'normal', 'annotator_id': 4, 'target': ['None']}]",[],"['this', 'nigga', 'thanos', 'done', 'killed', 'aquaman']","['normal', 'normal', 'normal']",this nigga thanos done killed aquaman,{'normal': 3},3,0.0,high_agreement
17740939_gab,"[{'label': 'hatespeech', 'annotator_id': 3, 'target': ['Arab']}, {'label': 'hatespeech', 'annotator_id': 4, 'target': ['Other', 'Islam']}, {'label': 'hatespeech', 'annotator_id': 180, 'target': ['Other']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]","['youre', 'upset', 'that', 'fashy', 'men', 'think', 'youre', 'a', 'disgusting', 'shitskin', 'you', 'take', 'a', 'shower', 'yet', 'i', 'can', 'smell', 'your', 'paki', 'stench', 'from', 'here']","['hatespeech', 'hatespeech', 'hatespeech']",youre upset that fashy men think youre a disgusting shitskin you take a shower yet i can smell your paki stench from here,{'hatespeech': 3},3,0.0,high_agreement
12846808_gab,"[{'label': 'hatespeech', 'annotator_id': 3, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 18, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 66, 'target': ['African']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]","['yes', 'the', 'bear', 'and', 'eagle', 'imagination', 'equivalent', 'to', 'a', 'nigger']","['hatespeech', 'hatespeech', 'hatespeech']",yes the bear and eagle imagination equivalent to a nigger,{'hatespeech': 3},3,0.0,high_agreement
1178925512233586689_twitter,"[{'label': 'normal', 'annotator_id': 2, 'target': ['None']}, {'label': 'normal', 'annotator_id': 42, 'target': ['None']}, {'label': 'normal', 'annotator_id': 4, 'target': ['African', 'Caucasian']}]",[],"['why', 'my', 'mama', 'just', 'tell', 'me', 'the', 'white', 'men', 'i', 'like', 'look', 'like', 'they', 'say', 'nigger', '😭']","['normal', 'normal', 'normal']",why my mama just tell me the white men i like look like they say nigger 😭,{'normal': 3},3,0.0,high_agreement
1178975058422665217_twitter,"[{'label': 'offensive', 'annotator_id': 9, 'target': ['Homosexual']}, {'label': 'offensive', 'annotator_id': 30, 'target': ['Homosexual']}, {'label': 'offensive', 'annotator_id': 4, 'target': ['Homosexual']}]","[[0, 0, 1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1]]","['suck', 'my', 'dick', 'and', 'call', 'me', 'a', 'faggot']","['offensive', 'offensive', 'offensive']",suck my dick and call me a faggot,{'offensive': 3},3,0.0,high_agreement
1176528708708044800_twitter,"[{'label': 'normal', 'annotator_id': 239, 'target': ['None']}, {'label': 'normal', 'annotator_id': 199, 'target': ['None']}, {'label': 'normal', 'annotator_id': 235, 'target': ['None']}]",[],"['<user>', 'the', 'violence', 'outta', 'your', 'gob']","['normal', 'normal', 'normal']",<user> the violence outta your gob,{'normal': 3},3,0.0,high_agreement
