query_id,text
14267907_gab,let the kike sluts chase us its nice to feel wanted however i rather chase women of my own caliber
1188148902119301121_twitter,half these hoes don ’ t care about they nigga they just hungry and growing out they old clothes
1178625277464842242_twitter,all this time i kept thinking the beauty spot on my nose was a blackhead and being a retard i d stand in the mirror trying to squeeze it 💀
26107989_gab,the chimp virgin nigger can not spell australian so he has to ebonics text oz instead
1087172044159152129_twitter,i really think airpods are overrated tried some and there was no bass in them hoes 💀
1087586680452706305_twitter,fuck that hoe
6817112_gab,sweden suicide is a foregone conclusion no amount of tweeting raging philosophizing or praying is going to do diddly squat for them so why bother our energy is better spent arming and insulating ourselves from the muzzrats here
1178749750381817862_twitter,<user> <user> happy birthday muzzy bear 💕
9085488_gab,never happen european men have been emasculated by their domineering women such as the swedes may and merkel and they have no weapons
18628194_gab,the difference between hetero and homo couples part i
1179034360747581440_twitter,<user> we are all so glad that we dont live in your state how ridiculous is it that you governor is going to fine you for saying illegal alien they are not here legally so they are illegal aliens
1178704304510779392_twitter,when i met my nigga he wasnt clean cut but he was still fine baby this nigga lined himself up the other day and almost got mf raped
1220505344436129792_twitter,<user> <user> some might say it somewhat flippant to compare such an incident to the extermination of <number> million jews
15584227_gab,the retards pushing this crap just about have to be kikes i will wave the israeli flag for propaganda purposes if it means winning these im faggot autists who insist on waving the windmill of friendship an alien symbol to americans are not interested in winning they are interested in larping
1110037292419375104_twitter,i am such a shady hoe omg
1180866810255687681_twitter,a group of xhosa men is called the hoes stop getting mad because we use the right terms
1084104267303022594_twitter,and black olives gguk 😂
1121888092850401280_twitter,<user> <user> you are so retarded
13551638_gab,why could not mlk be a pro boxer lousy nigger could not take a shot to the head
1178437916902731778_twitter,<user> what wrong with asians latinos jews and gay white guys
27393366_gab,love that pic exactly where the nigger needs to be forthousands of years the nigger inferiority has been known
23604751_gab,its amazing how times have changed when i first posted the hot women in bikinis thread back last july i got alot of wtf posts and people calling me out for debauchery now i just get the up votes
27134916_gab,nick the spic le <percent> face mr being catholic pedophile is more important than being white
1084219799406825472_twitter,larry moreno and the neighbour destroyers a blackened progressive metal band
1110270902552461315_twitter,first attack montenegro <number> england <number>
1079526566156070912_twitter,i detest racialism because i regard it as a barbaric thing whether it comes from a black man or a white man nelson mandela
23083459_gab,if white people should be ashamed for our forfathers slavery then why do arabs get a free pass they are still doing it
24133934_gab,the nigger deserves a punch in the face as well as hot coffee thrown in his face
1178762234664669184_twitter,the white east asian dudebros love having an asian guy saying this shit bc they can say it not racist if his family was asian immigrants
15122698_gab,story headline is misleading the actual issue reads as highly superstitious nominally christianized african immigrants abusing accidentally murdering their kids in diy exorcism attempts kids might not have been demon possessed at all except in the minds of nutbag parents theyhavetogoback
1178483586208538624_twitter,bill maher m islam is horrible and mosques should not exist anywhere fuck freedom of religion white liberals o lol it ok
1206208308446662656_twitter,<user> he got banned retard
1118233205708976128_twitter,gg raped by the goat
1178353812307922946_twitter,subtly homophobic news story this child is gay twitter influencer who still shits himself thoughts 😳 🤔 mike pence himself i like gays and even have a faggot friend but this is too much
1159399863223816193_twitter,sometimes being a bitch is all a womans got left dolores claiborne best movie line ever
16874612_gab,yeah that dumb nigger just took all the evil of the kikes and blamed the nazis for it and actually expected someone to believe it i would call him jidf but he is so stupid i can smell the nigger stench through my screen
12103098_gab,trump should pardon shekreli and deport the gook judge
1188814785644843009_twitter,intentionally scare hoes
1178608735373189120_twitter,if you all were not so selective with your understanding maybe you would realize this issue has nothing to do with religion there are many other muslim countries they could perform in
1125257188493209602_twitter,alohomora he said confidently pointing his penis at the padlock but nothing happened
1179094087212978177_twitter,<user> <user> <user> only a person with considerable privilege could reasonably write in a candidate out of pettiness when the alternative is trump trust and believe that my queer ass does not have that luxury women poc immigrants etc do not have that luxury grow up
27483244_gab,i did not ask shit lip nor care what your political persuasion you are a dickwad that a faux nazi wannabe on gab like the rest sit the fuck down nigger lover
24247856_gab,our biggest sin as white people is lying and denying that we are racist we tolerate all the various nigger races because we feel sorry for their inferiority we deny our pity source we know they are lesser but our pity makes us want to protect subs from the truth
16188507_gab,i think it time for another hindu kush only thing the muzzies ever did that was worth a shit was genocide about <number> mil of <user> coethnics i have been in some valleys full of skulls up there beautiful
16147501_gab,you are either fucking retarded or a kike which is it the is the most dishonest or dumbest comment ever communist are the opposite of christians
1237970711488036864_twitter,damn i really am into asians lmfao
12867041_gab,remove all muslims and niggers and kikes from the united states of america this is the appropriate response to what these animals have been doing to human beings
18088062_gab,this morbid yid with fleas brown only in his shithole
15133126_gab,lol nice boomerposting hey does kike jism taste better on the shabbat you d know after all lol gimme more
1097145209870266370_twitter,<user> i fucking hate her so much and i love her so much
1178885921111990272_twitter,<user> i heard my birth mother was raped by joe and here i am proof bring on the free dna kit oh n the back child support baby needs a new pair of shoes
27429634_gab,it is my history and my english do you know your nigger history
1179079982406090752_twitter,<user> im screaming i fucking hate you bro 😂
1184976385082871809_twitter,these hoes for errbodyy
1179095080663207936_twitter,savannah has no plugs it sad 😔 ima have to take over this lil hillbilly city
17503871_gab,eh i do not think i d suggest it at this point too much crime largely driven by immigrants and the fact that jobs are getting hard to find at times five years ago i would have said sure chile may be better cc <user> <user>
16935125_gab,it should be built on sand niggers and other savages buying our bombs to kill each other
1179078375454826496_twitter,<user> you incite violence you are proud of it mass shooters white van driving maga bombers racists rapists and dirty cops you should be charged with obstruction threats and witness tampering you goon
7547439_gab,during the 4 0 quota of immigrants were established expanding into the 5 0 every <number> years until the internal security act required aliens to report their addresses the immigration nationality act in <number> tightened screening restriction preferences <number> skilled workers that excluded communists
1179084881969631232_twitter,this is god way of testing if i break my no white boy rule or not
3507563_gab,all i ever wanted all i ever needed is queers in my butt girls are very unnecessary they can not suck on my nuts
1179098451570757632_twitter,<user> one last time skippy the white house released the notes on your treasonous conversation with zelensky your own white house they must hate you so much to have done that
1163105518258442241_twitter,the rosacea disorder can be confused with and co exist with acne vulgaris and or seborrhoeic dermatitis
22647656_gab,juan is about as much of a fucking a stupid ass nigger as any juan can get libtards like this fucking nigger black democrat asshole have exhausted their statute of limitations much in the same way that white gop fucking stupid ass feminist bush whore bitches like perino bitchtwat have exhausted theirs
16646500_gab,this nigger should be in africa catching ebola or getting eaten by one of his relatives
27652218_gab,i have found another degenerate who is pushing smut on gab not a joke he is actually promoting smut and porn <user> is a degenerate diversity kike hiding behind patriotism i am not so easily fooled
20079767_gab,fuck niggers and jews
27563287_gab,his father and uncle came to the uk in the <number> i was sexually assaulted by <number> paki muslim men in the <number> just walking down the street their wives and young children walking with them was that your father and uncle sajid javid eh
5508622_gab,ignoring the truth jc shannon <user> <date> <time> msm ignores sweden immigrant riots because it does not fit their narrative trump right again newsbusters org blogs nb nicho …
19511749_gab,i wish these retarded filthy sub humans would quit that you know what i find funny about this particular go round she whiter than the kike schumer talk about the pot calling the kettle names eh
1220886994022211591_twitter,i ’ m not boutta let bts be some backup dancers for this islamphobic fuck please get them off that stage
1179088766624878592_twitter,<user> btw i need numbers people all my friends left my fat white ass
12647173_gab,hunger games with little niglet babies
22124193_gab,all jews need to be barred from holding public office outside of the horseshit sand nigger state of israel the kikes can go live with the palestinians only white males who are pro gun and pro free speech and anti illegal alien should hold office in the usa canada australia and europe
3201658_gab,merry christmass to every one hope you have a blessed happy new year unless ur an anti american goat humpin moslem u can eat goat shit
1179035123942952964_twitter,now i say my prayers i got too many people in my head right now so many that in jail or they are dead right now one time for my nigger crag right now he in the feds damn the times change and these stupid niggers talking bout crime pays
13396700_gab,fuck muslimes and fuck islame go back to your own shithole country if you want sharia crap
19159387_gab,lmfao the retardedness yo actually stabbing a fucking real kike is not larping you muppet come on <user> ‍ you are not sending your best to bullycide us
1178783767818887168_twitter,<user> then you dont say dyke literally why are you so mad its a fcking slur there even some lesbians who dont want to reclaim it go reclaim queer if you want a slur so bad jfc
26830113_gab,beatles when i am <number> you mean london stabbings you got that wrong lennon who fucked a chink
25660109_gab,the <number> million jews killed hitler prove me wrong is my favorite troll on kike book right now
22148922_gab,oh you mean like count dankula who a self admitted communist with a tattoo of a red star on his chest who just got convicted of being a nazi because he white cowards like you find it very easy to attack the enemies of the jews
1178829716502876160_twitter,<user> do it i wanna get the actual words white trash in metallica font somewhere on me lol
25417338_gab,in the long run niglets fuck themselves over
27781574_gab,rare photo of the gunmen before fleeing the scene also adios nigger ahaha
23153766_gab,a prime example on the average swede this is why the left and the muslims should be gassed listen you swedish whore us arabs will take over your fucking country down on knees and suck my dick you swedish whore allahu akbar allahu akbar you whore
13468249_gab,we should all send thank you notes to wikileaks and all the others that saved us from a drunken evil perverted psycho bitch finishing up the destruction that obamination started
13820195_gab,when moslem women can walk in front
1178330638014791680_twitter,<user> <user> your being intentionally blind pay attention scripture foretells events related to weather study of scripture and history reveal facts weather is cyclical we are in a recognized eddy grand solar minimum they bring disease famine pestilence civil unrest wars prophesy
1179065569884217344_twitter,if you dont already know that i am very gay then youre not paying attention
1179104668607291392_twitter,all tea all shade bitch all offense
22385425_gab,if you remember there was a gay flag wielder at the lee rigby march well i just got back from a gun control march this is the real reason they hated me
1218029245454258176_twitter,i only want to go to coachella for one day to see my king and queen frank ocean and lana del rey this is violence <user>
1087045766231732226_twitter,you fake ass bitches want the realest friends 🐍 🐍
1171359405209604097_twitter,junhoe showing off her songwriting skills tho like let us get that promo luv bcs yg wont do that for you 💅
1203061821298528256_twitter,<user> i hate you but sometimes i love you
1178509331899142144_twitter,<user> <user> <user> the problem is these nations give a fu to human rights so in muslim countries like pakistan minorities like hindus sikhs are ill treated it a kind of blackmailing and we are seculars
17930241_gab,no wonder my twitter account got banned for life the white guilt cucked out faggot ass founder has a bunch third world shithole sand niggers running the show
1116746157043126273_twitter,breaking president trump says he giving strong considerations to placing illegal immigrants in sanctuary cities ap
10415867_gab,even queers like beers international beer day
14031786_gab,the jews are less than <number> of the total world population so the only way you can be right is if all the jews are some kind of ultra wizards fyi the jews are not some kind of ultra wizards
27023353_gab,alright i officially declare my old lady chink acupuncturist a protected citizen in the new white state that bitch is magic
1086796746213257217_twitter,crazy how many people will hate you that don ’ t even know you
1179100560118751232_twitter,ladies and gentlemen this country of ours is indeed a shithole country what the hell is this how does an agency funded by tax payers engage in this banditos sins of saviours
1178812134114770944_twitter,<user> youre hurting my feelings thats why dykes 6 o o h € ii
12533510_gab,this sounds like a kike national socialist
1178867951732248577_twitter,<user> <user> lmao larry are you a nigger
1241491288651939840_twitter,i ’ m convinced all white girls are hoes
1161799130970148865_twitter,<user> <user> do you mean voter manipulation and voter harassment teams
1082732859897667584_twitter,i can not believe women are defending r kelly
1179013103327072257_twitter,<user> or queer it ll be something like that if it had been racism they d have been all over it like a slut on a dick
1179055004553900032_twitter,i dont think im getting my baby them white 9 he has two white j and nikes not even touched
1077631147595755520_twitter,<user> when jesus was born they were not refugees they went to bethlehem from galilee for a census
26612388_gab,shut the fuck up you anti white piece of shit no one wants to hear what you have to say
5515205_gab,<user> you are going over board for a faggot you are on the left torrid ton a fag enabler he enjoying being part of what is now apparently the lastest fad on gab fag enabling my low the gag gift that keeps on giving
22877427_gab,so the blacks are into islamism abuse of the islam for their own political agenda i heard someone say niggers and the muslims are sandniggers is that family
21990566_gab,this kike is still alive wtf
24495529_gab,mudshark sunglasses to go with your mudshark milk shake
11042138_gab,i did not say anything about the violence in chicago other than a lot of people are responsible for it lol
1179033048400220160_twitter,<user> thanks bitch
1179071305322287105_twitter,<user> <user> <user> no illegal aliens increase population not lower it and they work for low pay
1178757394177957889_twitter,can not nobody tell me i ain t a good nigga honestly i am probably too good
1165391497795010560_twitter,here are some new one groovin on down to gitmo krusin in kenya if your gay and you know it clap your hands treason is the reason
1178899984038682625_twitter,women be so aggressive when they are horny
1179075228430790656_twitter,so at my job we sell this round of drinks <number> wines called the wine flight last night a white man asked for it and i accidentally said white flight if i lose my job this why
16293427_gab,so i can say nigger on here
1106229652887126016_twitter,<user> blm and antifa and muslims destroying this country within
14950466_gab,guardamerican draws the line at the sanctity of life unlike your gosnell crowd ethno cleansing blacks more than any nazi ever dreamed that your side the kk venezuela socialism euthenasia all you libs love death conservatives value life
9637052_gab,leave us kikes alone you talk about jews the was blm talks about white people
1217464079763300352_twitter,<user> why does he have to have towel head behind him
4564182_gab,the morons in washington really need to start prioritizing american citizens above other people fix the va and help our homeless men women and children before we take in more people period we need our safety first not last
1103766016742416384_twitter,a whole generation of white women is gonna get radicalized when they realize nazis are the only ones taking their safety seriously
1178994611190210560_twitter,<user> <user> <user> <user> <user> <user> <user> <user> hey uneducated brainwashed sangi chaddi jihadi bjp it coolie if every countries become narrow minded extremist like you hindu jihadi give up liberal secular value <number> million indian rotting in ind even muslim country like dubai have <percent> indian hindu ungrateful chaddijihadis
17101996_gab,if you think destroying iran will weaken islam you are a verifiable dumbass all it will do is push more refugees to europe and create more hatred and more bloodshed none of which will be to the benefit of white europeans
13754697_gab,now we just need a man to come forward about obama and a butch dyke about hillary
6478984_gab,look at that little half breed ghetto manlet with his try hard <number> <number> roses bet his mom helped him pick them out
5001577_gab,me borrow many wampum from white man buy many teepee
1179100190822866944_twitter,when redneck neighbors try to start shit as you are packin your moving truck lmao come on my property bitch ill cut you the fuck up
5478552_gab,the fact that they are stupid shitts is a problem ricky faggots that do their job is not a problem leave that part out so as not to alienate conservative gays
19071181_gab,the truth is harsh lets not even pretend like this is not the story of every inner city ghetto latina
20359327_gab,🤨 hm six million but yep they were disarmed ceppin the ones in the warsaw ghetto that survived because they defended themselves came to the usa started the jews for the 2 nd amendment club still exists to this day
12151829_gab,he did post that way before this latest towelhead bomb thing so i have no idea what motivated him to post it
12430027_gab,i hate to say it over and over but it bears repeating talking to alt retard is exactly like talking to a ghetto black woman always looking for drama and firing off what they think are gotchas using words they do not know and concepts they can not understand jaci
11929539_gab,he sent pp pics that sexual abuse now fgm and having refugee daughter sex slaves not so much
21022360_gab,congrats to the win on a fantastic woman men are way better than women on being an actress
22928823_gab,this is normal for nigger ghettos
1102928161015255040_twitter,<user> we can not be friends with jews and india at all
1144028393392005122_twitter,<user> yes it has islam is the problam
7259392_gab,of course cubans are actual refugees so fakeamerican barry put an end to allowing them once he saw they helped beat shrillary r20 g
12869461_gab,your just mad cuz white guys are better at violence than you are what did obama do about orlando other than invite omar dad to tea fuck you
5849296_gab,wait what thats not true tho is it o this isnt even true stop trying <number> scare me u stupid alt right neo nazis actualy it is u nazis who they r watching cos of ur violence and terorr
14533988_gab,adopting pro homosexual policies walmart plays both sides of the social issues culture war it does this by cultivating good relations with both homosexual activists like human rights campaign and christian conservative organizations like american family association afa
3056934_gab,deck america with boughs of holly tis the nadir of liberal folly put away the gay apparel troll feminists with traditional carols falalalalalalalala see trump blaze a path before us burning through the funds of soros follow me but not on twitter everyone there so bitter falalalalalalalala maga
10652908_gab,the end goal is public acceptance of open in the streets cannibalism of a freshly murdered and raped infant once we accept we are their food and toys we will have been progressed
11198659_gab,💩 straight men doing it in the butt 💩 doing it in the gay hole makes you at least a little bit more than <number> gay does not it c mon be honest
15817167_gab,gets arrested for saying nigger civic nationalism at its finest
18648259_gab,source tells utt training video for super bowl security tms shows white females as suspicious persons somali muslim as pass holder with access to secured areas when u believe islam is not the problem this is what u get shariakills maga banislam bansharia <user>
17966571_gab,so white babies are just magically going to change the society that white babies let happen in the first place if those white babies do the same shit and ignore the same issues your white asses have ignored what do you think are the chances of anything changing
22130807_gab,are white people allowed to have their own countries should asians be able to move to any white nation they like and open pho shops and nail salons
22056825_gab,oh glorious america clutched warm in zion claws our court corrupt our country gone the jews hacked off our balls no sovereignty no identity god left us in the dust and turned what good to a ghetto hood and left us there to rust
2899868_gab,kathy griffin who picks on teenage girls is worried about women getting locked up under trump but had no issue with hillary being funded by islam
1080151051875930112_twitter,guys do not blow up gay pride parades haha this is a joke i do not care
8280174_gab,kike was a term german jews used on eastern european jews that flooded in from russia and poland during the vicious pogroms of the late 1 9 th century when many german jews fled the third reich they brought the term here the origin of goat fucker is obvious
7068723_gab,jews bring muslims to kill americans and they still want them to support their war effort to turn russia communist again
14707444_gab,c ville <number> now l2r j goodwin <number> d borden <number> c cantwell <number> r preston <number> a ramos <number> not pic d d mothersbaugh <number> albemarle county regional jail <number> peregory lane charlottesville va <number> our warriors are in jail <number> being white having ballz goyfundme com jailatm com
11131947_gab,this does not happen in white schools j
1272944965732175872_twitter,<user> the difference between lib jews and real jews
1117044040795611139_twitter,<user> send all these immigrants to malibu
25781975_gab,my advice to white europeans get your guns and ammunition back by any means
11860003_gab,the fedcoats have no concept of how much they are hated by the people when the shtf i am hoping that the ghetto dwellers degrade their abilities enough for the victory of the folk remember the second mouse gets the cheese
27388394_gab,they are too retarded to farm or get a grasp of animal husbandry they are not moving here for the space it for the gibs and to rape
6914852_gab,one rifleman one vote american one bitch one vote communist if your ballot is not backed by your bullet then it just cheap virtue signaling and we all know where that leads the gulag the ghetto and the grave
1179492437460492288_twitter,<user> hello pot would you like to call me kettle a negro
1104638833079943168_twitter,never will i ever compromise for a bitch
18003130_gab,need to get on the meatpacking plants and the nail salons too those asians do not have the respect to learn english they do not have a problem taking our money and not ringing it into the register either
10007406_gab,the scientific findings that advocates and the pro gay media cite tend to come from decidedly unrepresentative samples that have been collected from places like bulletin boards at gay parenting support groups where everyone has an interest in proving that gay parenting is a success austin ruse
20624553_gab,looks like team building day at some retarded corporation who hr staff are millennials
6088348_gab,do not lower alt white credibility by saying the holocaust never happened instead say the holocaust was hugely exaggerated defensive and unimportant next to the marxist genocide of white christians lots of jews definitely starved in the camps when germany was on tight rations
7067204_gab,gypsies are not desperate though they are scum everywhere they go they rob and cheat and scam until they have to leave they are like jews if matzo balls had lead in them
1117832897103159296_twitter,being ghetto is not cute being ghetto is mad ugly b 🚫 🧢
9543918_gab,there are <number> families living in <number> apartments in one building a mexican family a white family and a black family a tornado hits the building one day which family survives the white family because the children are at school and the parents are at work
23811299_gab,perpetual war cuz the jews finance it and only the jews
17849237_gab,if i can tell asians apart whites are pretty easy
15450541_gab,the more you can increase fear of drugs and crime welfare mothers immigrants and aliens the more you control all the people
17846073_gab,lots of jews in the armed services as a veteran i never encountered a single one lots of blacks hispanics and poor whites but not a single kike
13865752_gab,i do not believe anyone is actually attracted to the same sex the typical raped lesbian is conditioned out of it many younger men and women are artificially conditioned in govt schools twitter and tv hollywood to likewise fear what they really want
1191683098166972417_twitter,<user> sad because they are muslims right
17056454_gab,the jews and muslims being assimilated by the catholic order anyways lets get back on topic
26643860_gab,all things kike are foul we know this 🖕 🏻 ✡ ️
11669580_gab,the more masculine men are the more feminine women become so women actually cant be feminine when they are surrounded by what can be colloquially called beta males as in feminine tara mccarthy
22553609_gab,keep electing islam followers and see how fast you aussi kaffirs convert to peaceful islam these are no h u m b l e aboriginals that you aussis can tame islam followers will make sure of your d e t r u c t i o n islamisevil
20474561_gab,the alt lite loves rolling out a gay minority with a muslim name dey signaling some fucking virtue brah
18379119_gab,potus great to see how hard republicans are fighting for our military and safety at the border the dems just want illegal immigrants to pour into our nation unchecked if stalemate continues republicans should go to <number> nuclear option and vote on real long term budget no c.r.
13690544_gab,muslim immigrants are not integrating they are actually further ghettoizing they are moving inward not outward raheem kassam author of no go zones how sharia law is coming to a neighborhood near you
20896139_gab,rt patriotic_va are you simple no american is against legal immigrants we are against you your ilk defending illegal aliens over americans your state is the welfare capital of the country <number> in <number> californians on welfare how that harboring illegal fugitives working for ur economy https
23340204_gab,on the right literally the kike subverter shill pick one
4582509_gab,you invited sandnigger child rapng muzzies into your home and you are still allowed custody of your own children
15766634_gab,there must be a mistake with a name like husnain rashid he could just be a peaceful sikh who been mistaken for a muslim jihadi 🤷 🏾 ‍ ♂ ️
15313450_gab,every single movie is retarded garbage now 9 6 0 english women having affairs with black doctors extreme close ups of feminists to try and force us to relate with these out of shape man hating garbages
1166190318116646912_twitter,adulthood is the most ghetto hood i ’ ve ever been in bitch i hate it here
1216920091125780480_twitter,i fucking hate anxiety
1179004510993289216_twitter,gangsta swaggin lean fuckin sweat this nigger
1089660726057279488_twitter,<user> man <number> of these nibbas really retarded
1269569431832838144_twitter,fuck i should have said queer not homosexual in my reply 😔 😔
23770945_gab,absolutely no one will speak up for us except ourselves organise network build white brotherhood
23370486_gab,end refugee resettlement programs instead spend the money to kick the ass of any country so bad it citizens try to run away our <number> forced refugee program will destroy the usa welfare immigration is global socialism
14524021_gab,other people can see the lies of the saudi led un agenda too never any mention of the real victims of rakhine only the poor suffering war criminals they need more of our money and more fake refugees in western countries news politics
1213900578109018112_twitter,<user> pranksters are worse than nazis
25419574_gab,great nazi faggot
6174598_gab,if any american is hurt by any immigrant this fucking judge allowed into the country i want the cost of whatever that victim and that victim family had to bear to come out of this judge hide and obama fucking ass
17168988_gab,why do you have a big stash of muslim gay porn you like that sort of thing yes
1262430294390509568_twitter,<user> <user> <phone> yes he is a hindu extrement affiliated with rss they hate muslims and islams
2338901_gab,<user> bring your chess boards out china no more ghetto checkers
15998887_gab,sir can you kindly address the information presented you if you have no cogent response do not flail about like a hysterical woman with a bat tangled in her hair i presented anecdotal evidence of loxism here numbers jews prefer muslims to evangelicals pls explain
1095376480274735105_twitter,i fucking hate this game
1211514294258618368_twitter,i ain ’ t neva cared what a bitch hadda say about me 🗣
1263939415770042368_twitter,<user> shit they hate negroes more than the white folks in davie
6081559_gab,also <number> 2 white and <number> <number> nigger halfrican lol
19755969_gab,we need a new nazbol meme make all upper class jews and upper middle class shitlib whites give away all their money to ghetto niggers <user>
7514897_gab,at this point if you support democracy then your vote really is worth no more than a retarded black welfare mom less if she bussed to vote <number> times
7694251_gab,the screeching of the left is approaching <number> decibels or so it will not be long before they join muslim jihadists in upper level massed political violence beyond a few rocks molotov cocktails or isolated i hate fill in the blank people like all good and stupid commies beprepared
24849662_gab,the longer the refrainment from using force to stop invasion the more force that will ultimately have to be used so violence now would be justified as the humane option lol
1222096692733992961_twitter,<user> <user> we need to end legal immigration also and deport all kennedy act immigrants
18627569_gab,<user> white nationalists warning <number> demographic shift towards non whites brings a culture that is intellectually and morally inferior <number> with demographic shift comes affirmative action immigrant ghettos declining educational standards <number> immigration should be restricted to people of european ancestry thanksforfollowing gabfam
1229884826154491904_twitter,niggas be hating on immigrants but don ’ t even got a license bro u worried about driving away the wrong foreigns 🤦 🏾 ‍ ♂ ️
18030509_gab,brexit un eu india trump maga obama israel cnn projectveritas foxnews microsoft ceo h1b visa indian chinaman freeloader google ceo h1b visa indian chinaman freeloader facebook run by h1b visa indian chinamen freeloaders twitter run by h1b visa indian chinamen freeloaders
24356318_gab,young tyrone is contemplating the calculus of how to make his sheboon a single mom
8100663_gab,around <number> percent of the muslim so called refugees are young muslim men of military age without women and or children
27667784_gab,if a wall stopped just <number> of those future illegal line jumping crossings … it would pay for itself in fiscal savings from welfare public education refundable tax credits and other benefits currently given to low income illegal immigrants from mexico and central america sperry wrote
27953001_gab,merkels murder bingo the new game for germany sadly a body has been found its looks like three murders this week folks in germany brought to you by anglea merkel and the cdu the weeks nor over let see this week immigrant murder total on monday
20001668_gab,john flynt aka brianna wu never lets us down with his hilarious retarded tweets gamergate
17388389_gab,are they have you ever asked one if they d prefer to live in the ghettos or in a nice spacious apartment in downtown new york trouble is with many us blacks there a massive chip and entitlement culture like our white chavs have here too lazy to earn it
16968406_gab,<user> do you support letting females and faggots join the boy scouts
16869971_gab,jews will do anything they can to convince you not to read homer iliad and your glorious past of victory and unity because they want you to keep worshipping their compendium of civil rights victories where they convince blacks to attack whites also known as the old testament
24524671_gab,israel defends it self from attack braindead tell the arabs to stop attacking and then ask israel
8309724_gab,some white chick was a bitch to me once so i hope all white women suffer for all time wtf
1268558604765925377_twitter,nigerians who lie have premarital sex and steal draw the line at homosexuality 🤣 🤣 🤣 🤣
18529303_gab,<user> <number> so what is the jewish plan when the globalist and zionist clash with each other how many aryans caucasians europeans and other white and non jewish nations are going to be conscripted to fight and die in this next war <number>
1214239272355737601_twitter,<user> <number> thousand people think anne frank is diarrhea sounds like sarah silverware has quite a lot of nazi friends
14384672_gab,what will cuckservatives say when texas and florida go blue thanks to diversity will they keep insisting that it only about ideas that race plays no role in this tell that to blacks latinos and asians who will always vote for their collective interests ie democrat
21646855_gab,common sense gun control would be the uk gun laws for blacks and the us gun laws for whites any honest look at the far greater criminality of blacks shows this approach to be rational
12155983_gab,i like my women like i like my bath water so hot i can only stay in for <number> seconds
7525769_gab,exactly but asians are so great is the narrative then why are htey leaving their countries the chinese are here as invaders you can believ that and every time you eat chinese food you help kill off ol whitey brought to you by mcmurphy chinese food
18353388_gab,can anyone explain why liberals especially liberal women love islam
1274495469918568450_twitter,idk what ’ wrong with my ex gfs but then hoes get on my nerves 😒
2118065_gab,<user> i am done w jewish women saying white women like themselves should hate themselves for being white lena dunham sarah silverman amy schumer do not mention they are jewish women who want white women to hate themselves it so sickening
9719987_gab,twitter done ant was the main reason i went there and to make fun of libs blacks and feminazis looks like i can get all of that here and more
19158984_gab,watching man in the high castle wow the jews that wrote this are neurotic
20238789_gab,this guy wants to put women in cages and birdles hes a fraud and has no kids but speaks of saving white race probably some edgy angry teenager mad at his mom
5588203_gab,we will never be your slaves the syrian president request you come home you so called refugees the cowards who ran and left women and children behind go home fight your own battles americans grow weary of providing more than charity requires more than your victims were allowed
27174897_gab,fine but of no use unless they are given the ok to shoot the fire power to do the job if attacked 3 rd world savages only understand a good trashing they need one to send a message europe is no longer open to ponces criminals especially moslem scum
22581140_gab,the census will show the browning of america and the fact that democrats have to import voters to win elections there are not enough guilty whites or blacks for them
24950446_gab,new jersey prints ballots in multiple languages so the immigrants and puerto ricans should not have to learn english after all some of the puerto ricians are third generation on welfare and still will not learn english
1255285704361496577_twitter,<user> <number> million jews you f****ing <censored> jerk
1126207508748619776_twitter,<user> <user> zionist jews are courting their own destruction by christian zionists that is a disturbing irony
13926171_gab,i think this is due to the common folk being raped my muslims during fhe so called golden age they basically mixed with sand niggers
1178764150811455488_twitter,<user> <user> faggots
18135548_gab,the military takes weak minded white kids who have been brainwashed to hate themselves and kills them for the jews in jew created wars it a global phenomena
18933777_gab,he was a jew doing a jews job getting whites to kill each other
13532514_gab,chinky chinky chinaman went to milk a cow chinky chinky chinaman did not know how chinky chinky chinaman pulled the wrong tit chinky chinky chinaman got covered in shit
3532491_gab,<user> here one of your more shining comments from <number> some are still pretending like the recent muh dikings are specific to the sandnigs who have only just arrived when will you white supremacists realize you are sjw in white face maga blmkklarazasjwallthesame trump
13239404_gab,asians do not have higher iq or intelligence in general than whites that is a huge grotesque joke probably most of the stats come from lying commie chinks so strange that when it comes to stats even based nazi pooplords believe pinkos
23728501_gab,american wealth based on debt opec countries based on wealth real wealth oil let them take the muslim refugees
1172554911873196032_twitter,<user> <user> no not really want to see some really horrifying videos i can share some of the muslim brotherhood terror videos
5317564_gab,i want to know what the refugees have been told about where they are going my suspicion is that soros filled their heads with fake news of free houses free money fresh new mosques and blonde infidel women just waiting to help them in times of sexual emergency politics news
1178559091482021893_twitter,<user> <user> <user> <user> at this point i do not remember how many times i have been called towelhead raghead dipperhead while driving truck now i just ignore them but i accept it from her she uses indian accent in her skits so this isnt far off
21876796_gab,why are so many young english girls left unsupervised around these animals are these all poor white trash whose mothers are all out getting drunk or what i do not understand how this grooming thing can go on so badly
1217902137054781441_twitter,<user> weren ’ t you just tryna kill yourself fuck off lmao and that pic was from july
9648670_gab,more jews supporting the import of islam curiouser and curiouser
1160609516007960576_twitter,beyoncé should cater to her white audience on her next album period yall negros are ungrateful and hateful af so fuck them period <user>
1126445573224136705_twitter,i hate you 😒 <user>
14018206_gab,leftie like her jeremy corbyn george galloway only oppose israel because they oppress brown moslem in palestine they support the israeli agenda in the west of endless holocaust propaganda hate speech laws open borders for white country only white country
